Model,Article Count,Article ID,Entity,Start,End
en_ner_bionlp13cg_md,1000,23192785,triton x 100,517,529
en_ner_bionlp13cg_md,1000,23086037,atp,925,928
en_ner_bionlp13cg_md,1000,23142073,stx,1723,1726
en_ner_bionlp13cg_md,1000,23159502,human epithelial lung a549,286,312
en_ner_bionlp13cg_md,1000,23212047,sco5461,257,264
en_ner_bionlp13cg_md,1000,23194156,extracellular matrix,661,681
en_ner_bionlp13cg_md,1000,22830954,concentration time,382,400
en_ner_bionlp13cg_md,1000,23207056,salicylic acid,162,176
en_ner_bionlp13cg_md,1000,23132909,apoa iv containing hdl,103,125
en_ner_bionlp13cg_md,1000,22981459,anti muscarinic,690,705
en_ner_bionlp13cg_md,1000,22986947,gsh,909,912
en_ner_bionlp13cg_md,1000,23201622,ephrinb2 ligand,392,407
en_ner_bionlp13cg_md,1000,22901687,oleuropein,620,630
en_ner_bionlp13cg_md,1000,22856387,tm 25659,1132,1140
en_ner_bionlp13cg_md,1000,23059508,microsomal cyp450,1168,1185
en_ner_bionlp13cg_md,1000,22564440,reelin,1604,1610
en_ner_bionlp13cg_md,1000,23086747,homeostasis ,511,523
en_ner_bionlp13cg_md,1000,23219683,brain,1236,1241
en_ner_bionlp13cg_md,1000,23219934,fpr2,568,572
en_ner_bionlp13cg_md,1000,23190031,honeybush,345,354
en_ner_bionlp13cg_md,1000,23065141,dcpa,1373,1377
en_ner_bionlp13cg_md,1000,23219683,iron,35,39
en_ner_bionlp13cg_md,1000,23199996,caudatus,228,236
en_ner_bionlp13cg_md,1000,22982479,antidepressant like,1019,1038
en_ner_bionlp13cg_md,1000,23022048,cortical gaba,708,721
en_ner_bionlp13cg_md,1000,22991293,matrix,792,798
en_ner_bionlp13cg_md,1000,22837389,cyp3a4,632,638
en_ner_bionlp13cg_md,1000,23161868,ras dva,526,533
en_ner_bionlp13cg_md,1000,23044908,tibia,1103,1108
en_ner_bionlp13cg_md,1000,22465815,corticostriatal glutamatergic,999,1028
en_ner_bionlp13cg_md,1000,22986947,phospho jnk within 2,1056,1076
en_ner_bionlp13cg_md,1000,23178651,mitochondrial,903,916
en_ner_bionlp13cg_md,1000,23192350,fut7,578,582
en_ner_bionlp13cg_md,1000,23194529,p5,803,805
en_ner_bionlp13cg_md,1000,23210786,resveratrol,1145,1156
en_ner_bionlp13cg_md,1000,23192351,hsf1,426,430
en_ner_bionlp13cg_md,1000,23200732,breast cancer,1218,1231
en_ner_bionlp13cg_md,1000,22370640,mtbp,333,337
en_ner_bionlp13cg_md,1000,23017425,citrus,982,988
en_ner_bionlp13cg_md,1000,23126495,sclareol,686,694
en_ner_bionlp13cg_md,1000,22313530,amphetamine,1120,1131
en_ner_bionlp13cg_md,1000,22079313,mehg,122,126
en_ner_bionlp13cg_md,1000,23099502,deoxynivalenol,488,502
en_ner_bionlp13cg_md,1000,23256485,organs,125,131
en_ner_bionlp13cg_md,1000,22717740,cell,444,448
en_ner_bionlp13cg_md,1000,22981459,human butyrylcholinesterase,220,247
en_ner_bionlp13cg_md,1000,23103330,tibia,1437,1442
en_ner_bionlp13cg_md,1000,23017407,mice,1240,1244
en_ner_bionlp13cg_md,1000,23123771,bche,1470,1474
en_ner_bionlp13cg_md,1000,22451331,mg kg,657,662
en_ner_bionlp13cg_md,1000,23135549,er beta,1056,1063
en_ner_bionlp13cg_md,1000,23136062,pendant arm,120,131
en_ner_bionlp13cg_md,1000,23150493,islet,859,864
en_ner_bionlp13cg_md,1000,23157631,apds,378,382
en_ner_bionlp13cg_md,1000,23178198,microglia,116,125
en_ner_bionlp13cg_md,1000,23245695,cho,459,462
en_ner_bionlp13cg_md,1000,22578098,alanine,981,988
en_ner_bionlp13cg_md,1000,23091188, 3 h tca,882,891
en_ner_bionlp13cg_md,1000,23146761,hepatic bile acid,855,872
en_ner_bionlp13cg_md,1000,23201927,ato,1159,1162
en_ner_bionlp13cg_md,1000,23246611,50μm h2o2,687,696
en_ner_bionlp13cg_md,1000,23240979,oligo phenylene ethynylenes,194,221
en_ner_bionlp13cg_md,1000,23143802,lizards,1256,1263
en_ner_bionlp13cg_md,1000,23085122,skin,1144,1148
en_ner_bionlp13cg_md,1000,23022600,ad patients,542,553
en_ner_bionlp13cg_md,1000,23142844,cholesterol,961,972
en_ner_bionlp13cg_md,1000,23196670,cells,327,332
en_ner_bionlp13cg_md,1000,23010565,monoolein,877,886
en_ner_bionlp13cg_md,1000,23150067,j xanthenes 3 11 dicarboxamide,71,101
en_ner_bionlp13cg_md,1000,23196805,k m ,699,704
en_ner_bionlp13cg_md,1000,23201337,follicular,737,747
en_ner_bionlp13cg_md,1000,22799453,citrus peels,469,481
en_ner_bionlp13cg_md,1000,23220489,botulinum toxin type a,1666,1688
en_ner_bionlp13cg_md,1000,23248329,jurkat,659,665
en_ner_bionlp13cg_md,1000,23146839,macaca sylvanus,497,512
en_ner_bionlp13cg_md,1000,22410775,prostate cancer,314,329
en_ner_bionlp13cg_md,1000,23027505,neurons,41,48
en_ner_bionlp13cg_md,1000,22273350,oil,751,754
en_ner_bionlp13cg_md,1000,23186588,dopamine,851,859
en_ner_bionlp13cg_md,1000,23110812,participants,1967,1979
en_ner_bionlp13cg_md,1000,23249624,p gp,1019,1023
en_ner_bionlp13cg_md,1000,23122166,carnitine,765,774
en_ner_bionlp13cg_md,1000,23111876,atrial ap,1364,1373
en_ner_bionlp13cg_md,1000,23238299,phosphatidyl serine ps ,889,913
en_ner_bionlp13cg_md,1000,22426233,mglus,258,263
en_ner_bionlp13cg_md,1000,23228472,ung,619,622
en_ner_bionlp13cg_md,1000,23145985,ftsz,719,723
en_ner_bionlp13cg_md,1000,23103566,gw0742,1227,1233
en_ner_bionlp13cg_md,1000,23205567,airway,789,795
en_ner_bionlp13cg_md,1000,23194548,galactose,884,893
en_ner_bionlp13cg_md,1000,23152439,parathyroid glands,1108,1126
en_ner_bionlp13cg_md,1000,22991293,hyp,1328,1331
en_ner_bionlp13cg_md,1000,23143037,gill acetylcholinesterase,449,474
en_ner_bionlp13cg_md,1000,23194542,sprout,1015,1021
en_ner_bionlp13cg_md,1000,23132866,pak6,274,278
en_ner_bionlp13cg_md,1000,23059655,oxide,102,107
en_ner_bionlp13cg_md,1000,22708620,oil,295,298
en_ner_bionlp13cg_md,1000,23046389,m1,562,564
en_ner_bionlp13cg_md,1000,23180684,mehg,16,20
en_ner_bionlp13cg_md,1000,23192350,humans,1018,1024
en_ner_bionlp13cg_md,1000,22438103,neuronal,51,59
en_ner_bionlp13cg_md,1000,23084047,mc lr,52,57
en_ner_bionlp13cg_md,1000,23220145,extracts,220,228
en_ner_bionlp13cg_md,1000,23017407,cardiovascular,139,153
en_ner_bionlp13cg_md,1000,22887780,25 ohd,855,861
en_ner_bionlp13cg_md,1000,22966073,disease,1263,1270
en_ner_bionlp13cg_md,1000,23076740,muscle,1154,1160
en_ner_bionlp13cg_md,1000,23085334,fret,1011,1015
en_ner_bionlp13cg_md,1000,23141426,planch,163,169
en_ner_bionlp13cg_md,1000,23157627,serotonin,184,193
en_ner_bionlp13cg_md,1000,22519721,microneedles,932,944
en_ner_bionlp13cg_md,1000,23100157,fa,430,432
en_ner_bionlp13cg_md,1000,22935062,neonates,449,457
en_ner_bionlp13cg_md,1000,22521210,brain,375,380
en_ner_bionlp13cg_md,1000,23129806,mitochondrial,457,470
en_ner_bionlp13cg_md,1000,23142505,mp,828,830
en_ner_bionlp13cg_md,1000,23220512,dextran sulfate,692,707
en_ner_bionlp13cg_md,1000,23256715,copd,805,809
en_ner_bionlp13cg_md,1000,23048186,blood,913,918
en_ner_bionlp13cg_md,1000,23159986,hdn,577,580
en_ner_bionlp13cg_md,1000,22982776,dfp,1606,1609
en_ner_bionlp13cg_md,1000,22982479,anxiolytic like,1590,1605
en_ner_bionlp13cg_md,1000,23127508,cellular voids,1292,1306
en_ner_bionlp13cg_md,1000,23148024,bp,369,371
en_ner_bionlp13cg_md,1000,23136062,al 3,54,58
en_ner_bionlp13cg_md,1000,23085334,fret,1347,1351
en_ner_bionlp13cg_md,1000,22578098,sarcoplasmic ca 2 atpase,563,588
en_ner_bionlp13cg_md,1000,23091188,rtv,1202,1205
en_ner_bionlp13cg_md,1000,23194532,liver,862,867
en_ner_bionlp13cg_md,1000,22370640,cell,1127,1131
en_ner_bionlp13cg_md,1000,22455986,roundup,144,151
en_ner_bionlp13cg_md,1000,23246437,dsb,762,765
en_ner_bionlp13cg_md,1000,23250808,porcine skin,436,448
en_ner_bionlp13cg_md,1000,22722774,sod,475,478
en_ner_bionlp13cg_md,1000,23252553,ser 130,506,513
en_ner_bionlp13cg_md,1000,23076766,msns,657,661
en_ner_bionlp13cg_md,1000,23194532,tbars,398,403
en_ner_bionlp13cg_md,1000,23174144,brain,176,181
en_ner_bionlp13cg_md,1000,23164619,mice,77,81
en_ner_bionlp13cg_md,1000,23160530,hypothalamic glial like tanycytes,569,602
en_ner_bionlp13cg_md,1000,23197323,endosomes,1132,1141
en_ner_bionlp13cg_md,1000,23246798,pores,854,859
en_ner_bionlp13cg_md,1000,23146750,esr2,1300,1304
en_ner_bionlp13cg_md,1000,23092225,liu,621,624
en_ner_bionlp13cg_md,1000,23129806,nonautonomous,401,414
en_ner_bionlp13cg_md,1000,22531751,rat,993,996
en_ner_bionlp13cg_md,1000,23106203,afsq1 q2,1607,1615
en_ner_bionlp13cg_md,1000,23186588,prostaglandin,500,513
en_ner_bionlp13cg_md,1000,22989775,aches,301,306
en_ner_bionlp13cg_md,1000,23000445,map lc3,377,384
en_ner_bionlp13cg_md,1000,23142789,intestine,730,739
en_ner_bionlp13cg_md,1000,22056334,fetal,920,925
en_ner_bionlp13cg_md,1000,23168115,gaba,835,839
en_ner_bionlp13cg_md,1000,23150495,glucose,1082,1089
en_ner_bionlp13cg_md,1000,23219526,cancers,238,245
en_ner_bionlp13cg_md,1000,23053666,cldn3,1474,1479
en_ner_bionlp13cg_md,1000,23159986,renal,1045,1050
en_ner_bionlp13cg_md,1000,22796428,dopamine,213,221
en_ner_bionlp13cg_md,1000,22443683,b type,314,320
en_ner_bionlp13cg_md,1000,23146664,mesalamine,0,10
en_ner_bionlp13cg_md,1000,23249384,cns,1558,1561
en_ner_bionlp13cg_md,1000,23086141,mice,863,867
en_ner_bionlp13cg_md,1000,23177260,tmt,189,192
en_ner_bionlp13cg_md,1000,22830954,cyp2b6 ,187,194
en_ner_bionlp13cg_md,1000,22348222,escherichia coli,604,620
en_ner_bionlp13cg_md,1000,22910795,hg 2 ,614,619
en_ner_bionlp13cg_md,1000,23246481,huvecs,484,490
en_ner_bionlp13cg_md,1000,23122142,haploid,711,718
en_ner_bionlp13cg_md,1000,23195959,cytoplasm,804,813
en_ner_bionlp13cg_md,1000,23219526,bone,509,513
en_ner_bionlp13cg_md,1000,22236017,pink yellow,72,83
en_ner_bionlp13cg_md,1000,22465815,glutamate,378,387
en_ner_bionlp13cg_md,1000,23126280,α tubulin,552,561
en_ner_bionlp13cg_md,1000,23030793,vascular,532,540
en_ner_bionlp13cg_md,1000,23136129,progranulin,22,33
en_ner_bionlp13cg_md,1000,23076766,hyaluronic acid,75,90
en_ner_bionlp13cg_md,1000,23122111,alkaloid,133,141
en_ner_bionlp13cg_md,1000,22610748,sch,913,916
en_ner_bionlp13cg_md,1000,22313530,hippocampal,1349,1360
en_ner_bionlp13cg_md,1000,22898566,lpo,916,919
en_ner_bionlp13cg_md,1000,23146761,ostα,1213,1217
en_ner_bionlp13cg_md,1000,23147004,a 2 b protomers,464,479
en_ner_bionlp13cg_md,1000,23201371,p 0 02,1067,1073
en_ner_bionlp13cg_md,1000,23122143,polyunsaturated fatty acids,861,888
en_ner_bionlp13cg_md,1000,23124594,steviol glycoside,382,399
en_ner_bionlp13cg_md,1000,23097088,icam2,1009,1014
en_ner_bionlp13cg_md,1000,22499272,plasma insulin,952,966
en_ner_bionlp13cg_md,1000,23122331,γ,1549,1550
en_ner_bionlp13cg_md,1000,23159986,renal,1446,1451
en_ner_bionlp13cg_md,1000,22722774,cat,512,515
en_ner_bionlp13cg_md,1000,23111803,phytohemagglutinin,1393,1411
en_ner_bionlp13cg_md,1000,22849377,arip1,1192,1197
en_ner_bionlp13cg_md,1000,23142559,a549 cells,433,443
en_ner_bionlp13cg_md,1000,23202371,monolayer mos 2,196,211
en_ner_bionlp13cg_md,1000,22703341,apotirucallane triterpenoids,77,105
en_ner_bionlp13cg_md,1000,23249624,mdr1,1241,1245
en_ner_bionlp13cg_md,1000,23052191,nasal gastric,2223,2236
en_ner_bionlp13cg_md,1000,22348222,oil,29,32
en_ner_bionlp13cg_md,1000,23219934,fpr2,1321,1325
en_ner_bionlp13cg_md,1000,23249751,risc,117,121
en_ner_bionlp13cg_md,1000,23041041,ask1,60,64
en_ner_bionlp13cg_md,1000,22989504,airways,1110,1117
en_ner_bionlp13cg_md,1000,23017419,sunflower seed,655,669
en_ner_bionlp13cg_md,1000,23182739,extracts,742,750
en_ner_bionlp13cg_md,1000,22691108,cell,685,689
en_ner_bionlp13cg_md,1000,23072941,acyclovir,0,9
en_ner_bionlp13cg_md,1000,22968082,amph induced,1210,1222
en_ner_bionlp13cg_md,1000,23085436,body,1345,1349
en_ner_bionlp13cg_md,1000,23178323,metalloproteinases,1615,1633
en_ner_bionlp13cg_md,1000,23053666,cldn4 expressing parental human ovarian carcinoma 2008 cells,459,519
en_ner_bionlp13cg_md,1000,23111886,g glutamyl transferase,856,878
en_ner_bionlp13cg_md,1000,23122331,ew29,74,78
en_ner_bionlp13cg_md,1000,23064722,adenosine,143,152
en_ner_bionlp13cg_md,1000,23122163,monomeric surfactant reverse micelle,427,463
en_ner_bionlp13cg_md,1000,22707396,celiac,94,100
en_ner_bionlp13cg_md,1000,23249625,brain,65,70
en_ner_bionlp13cg_md,1000,23017392,sour cherries,1148,1161
en_ner_bionlp13cg_md,1000,23249625,ipcs,1029,1033
en_ner_bionlp13cg_md,1000,23052190,brain,1312,1317
en_ner_bionlp13cg_md,1000,23123662,platinum,1437,1445
en_ner_bionlp13cg_md,1000,23065141,sales,279,284
en_ner_bionlp13cg_md,1000,23103224,μm cisplatin,624,636
en_ner_bionlp13cg_md,1000,23184149,synapse,1078,1085
en_ner_bionlp13cg_md,1000,23252553,shv,517,520
en_ner_bionlp13cg_md,1000,23234434,linolenic,170,179
en_ner_bionlp13cg_md,1000,23165727,trabecular,1326,1336
en_ner_bionlp13cg_md,1000,23142547,rad5,663,667
en_ner_bionlp13cg_md,1000,22665062,npm,1269,1272
en_ner_bionlp13cg_md,1000,23164616,hippocampal,1740,1751
en_ner_bionlp13cg_md,1000,23223499,cyp3a,643,648
en_ner_bionlp13cg_md,1000,23169609,m4c,894,897
en_ner_bionlp13cg_md,1000,22796429,nmdar,398,403
en_ner_bionlp13cg_md,1000,23097088,icam2,1076,1081
en_ner_bionlp13cg_md,1000,23132866,mdm2,598,602
en_ner_bionlp13cg_md,1000,23197647,breast cancer cell lines,1113,1137
en_ner_bionlp13cg_md,1000,23117151,cyp1a1,550,556
en_ner_bionlp13cg_md,1000,22872606,thymoquinone,132,144
en_ner_bionlp13cg_md,1000,23143802,thyroid hormone receptors,1211,1236
en_ner_bionlp13cg_md,1000,22665065,notch,518,523
en_ner_bionlp13cg_md,1000,22982776,bioscavenger,1286,1298
en_ner_bionlp13cg_md,1000,23135241,idazoxan,1167,1175
en_ner_bionlp13cg_md,1000,23122120,epec,448,452
en_ner_bionlp13cg_md,1000,22977165,wistar rats,371,382
en_ner_bionlp13cg_md,1000,23169610,mouse hepatic stat5b,789,809
en_ner_bionlp13cg_md,1000,23132909,abca1,984,989
en_ner_bionlp13cg_md,1000,23194548,human gastric cancer hela cells,527,558
en_ner_bionlp13cg_md,1000,23073075,fty720,385,391
en_ner_bionlp13cg_md,1000,23202134,jasmonic acid,1328,1341
en_ner_bionlp13cg_md,1000,23168115,5 ht1a autoreceptor,1154,1173
en_ner_bionlp13cg_md,1000,22893614,b cell lymphoma 6,1020,1037
en_ner_bionlp13cg_md,1000,23202848,il 5,505,509
en_ner_bionlp13cg_md,1000,22961095,muscle,432,438
en_ner_bionlp13cg_md,1000,23233197,bone marrow,204,215
en_ner_bionlp13cg_md,1000,23142789,kidney,987,993
en_ner_bionlp13cg_md,1000,22991293,zinc metallopeptidase,148,169
en_ner_bionlp13cg_md,1000,23135549,nqo1,745,749
en_ner_bionlp13cg_md,1000,23107818,dxr,302,305
en_ner_bionlp13cg_md,1000,23237860,4 hydroxy 2 ketovalerate,849,873
en_ner_bionlp13cg_md,1000,23244629,brush,393,398
en_ner_bionlp13cg_md,1000,23142599,vtg2,1162,1166
en_ner_bionlp13cg_md,1000,23042729,mouse embryonic stem cell,4,29
en_ner_bionlp13cg_md,1000,23060524,atherosclerotic plaques,1337,1360
en_ner_bionlp13cg_md,1000,23188717,cell,518,522
en_ner_bionlp13cg_md,1000,23200732,estrogen receptors,585,603
en_ner_bionlp13cg_md,1000,23136129,tmem106b,1076,1084
en_ner_bionlp13cg_md,1000,23247545,genome,67,73
en_ner_bionlp13cg_md,1000,23223177,ampk,1431,1435
en_ner_bionlp13cg_md,1000,23014761,erlotinib,1151,1160
en_ner_bionlp13cg_md,1000,23122142,puree,932,937
en_ner_bionlp13cg_md,1000,23250808,oleic acid,510,520
en_ner_bionlp13cg_md,1000,23010670,aspartate aminotransferase,730,756
en_ner_bionlp13cg_md,1000,22508483,cell,145,149
en_ner_bionlp13cg_md,1000,23234434,ppca,368,372
en_ner_bionlp13cg_md,1000,23209285,cx32,1570,1574
en_ner_bionlp13cg_md,1000,23060524,rs lps,1026,1032
en_ner_bionlp13cg_md,1000,23052191,rat,1491,1494
en_ner_bionlp13cg_md,1000,22982248,pias1,1124,1129
en_ner_bionlp13cg_md,1000,23165154,spleen,1242,1248
en_ner_bionlp13cg_md,1000,22690834,sln,936,939
en_ner_bionlp13cg_md,1000,23143926,pulmonary,276,285
en_ner_bionlp13cg_md,1000,22430206,nuclear,1858,1865
en_ner_bionlp13cg_md,1000,22798249,urinary smad1,61,74
en_ner_bionlp13cg_md,1000,22830954,cyp2b6 ,722,729
en_ner_bionlp13cg_md,1000,22796428,ne reuptake,279,290
en_ner_bionlp13cg_md,1000,23200943,srd5a1,1352,1358
en_ner_bionlp13cg_md,1000,22708724,intracellular,33,46
en_ner_bionlp13cg_md,1000,23178681,cardiomyocyte,345,358
en_ner_bionlp13cg_md,1000,22664304,excitatory,455,465
en_ner_bionlp13cg_md,1000,23240979,singlet oxygen,1354,1368
en_ner_bionlp13cg_md,1000,23053666,cddp,1564,1568
en_ner_bionlp13cg_md,1000,23065531,gallbladder,533,544
en_ner_bionlp13cg_md,1000,22931187,ptz601,1192,1198
en_ner_bionlp13cg_md,1000,22722028,mglu7,1495,1500
en_ner_bionlp13cg_md,1000,23157632,da,323,325
en_ner_bionlp13cg_md,1000,23036330,breast tumors,575,588
en_ner_bionlp13cg_md,1000,23197647,membrane,357,365
en_ner_bionlp13cg_md,1000,23135241,adhd,255,259
en_ner_bionlp13cg_md,1000,23111348,glucose,1367,1374
en_ner_bionlp13cg_md,1000,23213199,c2c12 skeletal myoblast cells,1263,1292
en_ner_bionlp13cg_md,1000,23229057,bis triazolyl borate,1098,1118
en_ner_bionlp13cg_md,1000,23223020,p hff,741,746
en_ner_bionlp13cg_md,1000,23052191,kidney,1987,1993
en_ner_bionlp13cg_md,1000,23122121,corosolic,211,220
en_ner_bionlp13cg_md,1000,23142599,vtg1 3,516,522
en_ner_bionlp13cg_md,1000,23177260,serotonin,601,610
en_ner_bionlp13cg_md,1000,23150067,carboxamide derivatives 6c,798,824
en_ner_bionlp13cg_md,1000,22525272,p62,819,822
en_ner_bionlp13cg_md,1000,23097088,intercellular adhesion molecule 2,43,76
en_ner_bionlp13cg_md,1000,23192350,bone marrow derived neutrophils,765,796
en_ner_bionlp13cg_md,1000,23194408,fat,1314,1317
en_ner_bionlp13cg_md,1000,23229552,cells,704,709
en_ner_bionlp13cg_md,1000,23086141,supraoptic nuclei,73,90
en_ner_bionlp13cg_md,1000,23240979,cell envelope,661,674
en_ner_bionlp13cg_md,1000,23229552,g 2 m,713,719
en_ner_bionlp13cg_md,1000,23165930,bone marrow,1517,1528
en_ner_bionlp13cg_md,1000,23220538,prostate,360,368
en_ner_bionlp13cg_md,1000,23137796,nuclear receptor transcription factor,0,37
en_ner_bionlp13cg_md,1000,23212912,v499g y501h,1027,1038
en_ner_bionlp13cg_md,1000,22480349,24 dien 3β yl acetate,192,213
en_ner_bionlp13cg_md,1000,23127600,cps,479,482
en_ner_bionlp13cg_md,1000,23157625,serum bdnf,797,807
en_ner_bionlp13cg_md,1000,23020787,human,1176,1181
en_ner_bionlp13cg_md,1000,22591127,fame samples,435,447
en_ner_bionlp13cg_md,1000,23125284,patient,848,855
en_ner_bionlp13cg_md,1000,22972752,periosteal bfr 41 ,1239,1258
en_ner_bionlp13cg_md,1000,23194541,phenol,423,429
en_ner_bionlp13cg_md,1000,23255101,cancer cells,301,313
en_ner_bionlp13cg_md,1000,23085436,insulin,383,390
en_ner_bionlp13cg_md,1000,23220609,wistar rats,1071,1082
en_ner_bionlp13cg_md,1000,23059813,fnd,1624,1627
en_ner_bionlp13cg_md,1000,23178323,cdc sii,743,750
en_ner_bionlp13cg_md,1000,23200254,oral,119,123
en_ner_bionlp13cg_md,1000,23063689,benzodiazepines,0,15
en_ner_bionlp13cg_md,1000,23086747,intracellular,809,822
en_ner_bionlp13cg_md,1000,22610748,bilirubin,892,901
en_ner_bionlp13cg_md,1000,23127508,biopsies,802,810
en_ner_bionlp13cg_md,1000,22720714,barks,58,63
en_ner_bionlp13cg_md,1000,23164618,mpfc,1747,1751
en_ner_bionlp13cg_md,1000,23159986,albumin,1880,1887
en_ner_bionlp13cg_md,1000,23111348,flc,692,695
en_ner_bionlp13cg_md,1000,22447684,acaca,1104,1109
en_ner_bionlp13cg_md,1000,23237450,gpcrs,229,234
en_ner_bionlp13cg_md,1000,22986947,adduct,730,736
en_ner_bionlp13cg_md,1000,22981459,hubuche,728,735
en_ner_bionlp13cg_md,1000,22508482,p38 mapk,901,909
en_ner_bionlp13cg_md,1000,23238642,inorganic electron,1514,1532
en_ner_bionlp13cg_md,1000,22381584,ly379268,974,982
en_ner_bionlp13cg_md,1000,23106203,sigq,635,639
en_ner_bionlp13cg_md,1000,23229136,nrrt,748,752
en_ner_bionlp13cg_md,1000,22708620,germacrene d,455,467
en_ner_bionlp13cg_md,1000,23231420,core shell,504,514
en_ner_bionlp13cg_md,1000,22511286,hydrogen peroxide,607,624
en_ner_bionlp13cg_md,1000,23240979,membrane,950,958
en_ner_bionlp13cg_md,1000,22861486,neuronal,1095,1103
en_ner_bionlp13cg_md,1000,23000249,platelet,414,422
en_ner_bionlp13cg_md,1000,23093496,atp,1575,1578
en_ner_bionlp13cg_md,1000,23123664,cell,1182,1186
en_ner_bionlp13cg_md,1000,23160480,sh2,312,315
en_ner_bionlp13cg_md,1000,23127916,gist,61,65
en_ner_bionlp13cg_md,1000,22864849,ho 1,1500,1504
en_ner_bionlp13cg_md,1000,23182766,muscular,1400,1408
en_ner_bionlp13cg_md,1000,22313530,dorsolateral entorhinal cortex,1509,1539
en_ner_bionlp13cg_md,1000,22861486,hpa,523,526
en_ner_bionlp13cg_md,1000,23201441,plasminogen activator,604,625
en_ner_bionlp13cg_md,1000,23000445,lc3 ii,733,739
en_ner_bionlp13cg_md,1000,23091188, 14 c cdca,1304,1315
en_ner_bionlp13cg_md,1000,22975405,tissues,129,136
en_ner_bionlp13cg_md,1000,23142547,rev1,1378,1382
en_ner_bionlp13cg_md,1000,23159502,dsbs,831,835
en_ner_bionlp13cg_md,1000,23235923,extracellular,1113,1126
en_ner_bionlp13cg_md,1000,23146755,ca 2 ,534,539
en_ner_bionlp13cg_md,1000,23220489,women,143,148
en_ner_bionlp13cg_md,1000,22898566,lipid,102,107
en_ner_bionlp13cg_md,1000,22525271,ptpn14,601,607
en_ner_bionlp13cg_md,1000,23103351,jejunum,582,589
en_ner_bionlp13cg_md,1000,23122111,hepg2 cells,1261,1272
en_ner_bionlp13cg_md,1000,23220614,mitochondrial,225,238
en_ner_bionlp13cg_md,1000,23170957,malonyl coa,615,626
en_ner_bionlp13cg_md,1000,23249624,madin darby canine kidney ii cells,770,804
en_ner_bionlp13cg_md,1000,22579759,mitochondrial dna,26,43
en_ner_bionlp13cg_md,1000,23122070,leaf,965,969
en_ner_bionlp13cg_md,1000,23252799,membrane,1299,1307
en_ner_bionlp13cg_md,1000,23143803,naupliar,824,832
en_ner_bionlp13cg_md,1000,23117207,sequestosome 1,24,38
en_ner_bionlp13cg_md,1000,23122100,hydroxyoctadecadienoic acid,881,908
en_ner_bionlp13cg_md,1000,23199987,fillets,90,97
en_ner_bionlp13cg_md,1000,22438103,gelidium amansii,401,417
en_ner_bionlp13cg_md,1000,23194506,anti ara h 6,399,411
en_ner_bionlp13cg_md,1000,22933435,hbv,379,382
en_ner_bionlp13cg_md,1000,23202372,cell,220,224
en_ner_bionlp13cg_md,1000,23122134,aqueous,590,597
en_ner_bionlp13cg_md,1000,22809709,patients,300,308
en_ner_bionlp13cg_md,1000,23052191,organ,1206,1211
en_ner_bionlp13cg_md,1000,22551778, xfm ,758,763
en_ner_bionlp13cg_md,1000,23161873,acc2,907,911
en_ner_bionlp13cg_md,1000,23044992,bone,463,467
en_ner_bionlp13cg_md,1000,23220618,fxa,833,836
en_ner_bionlp13cg_md,1000,23256708,potassium alkenyltrifluoroborates,176,209
en_ner_bionlp13cg_md,1000,22491024,corticostriatal synaptic,799,823
en_ner_bionlp13cg_md,1000,23246611,risug,748,753
en_ner_bionlp13cg_md,1000,23122079,ampk,694,698
en_ner_bionlp13cg_md,1000,22966073,ptp,1145,1148
en_ner_bionlp13cg_md,1000,23109114,zdf ,415,420
en_ner_bionlp13cg_md,1000,23129783,fas associated death domain protein,295,330
en_ner_bionlp13cg_md,1000,23157625,clozapine,862,871
en_ner_bionlp13cg_md,1000,23142844,cellular membrane,180,197
en_ner_bionlp13cg_md,1000,23122331, 15 n,1167,1172
en_ner_bionlp13cg_md,1000,23237733,18 3μm,1085,1091
en_ner_bionlp13cg_md,1000,23165727,sephb4,443,449
en_ner_bionlp13cg_md,1000,23152439,osteoclastic,798,810
en_ner_bionlp13cg_md,1000,23168115,neuronal,517,525
en_ner_bionlp13cg_md,1000,22981796,mice,1094,1098
en_ner_bionlp13cg_md,1000,23178257,calcium,140,147
en_ner_bionlp13cg_md,1000,23201622,cell cell,742,751
en_ner_bionlp13cg_md,1000,22910795,leukocytes,552,562
en_ner_bionlp13cg_md,1000,22951949,copper,442,448
en_ner_bionlp13cg_md,1000,22585412,mouse,782,787
en_ner_bionlp13cg_md,1000,23132909,hdl2 hdl3,291,300
en_ner_bionlp13cg_md,1000,22757667,cephalaria,73,83
en_ner_bionlp13cg_md,1000,23223499,cyp3a,0,5
en_ner_bionlp13cg_md,1000,23213199,mitochondrial,1240,1253
en_ner_bionlp13cg_md,1000,23063782,neutrophils,1275,1286
en_ner_bionlp13cg_md,1000,23126280,α tubulin,891,900
en_ner_bionlp13cg_md,1000,23219526,il 6,923,927
en_ner_bionlp13cg_md,1000,22872606,tq,1024,1026
en_ner_bionlp13cg_md,1000,23000445,autolysosomes,455,468
en_ner_bionlp13cg_md,1000,23089250,methylmercury,758,771
en_ner_bionlp13cg_md,1000,23210782,sulfated polysaccharides,572,596
en_ner_bionlp13cg_md,1000,23253427,carbon monoxide releasing molecules,0,35
en_ner_bionlp13cg_md,1000,23136056,focal,1724,1729
en_ner_bionlp13cg_md,1000,23178257,vitamin d,1174,1183
en_ner_bionlp13cg_md,1000,23052190,brain,207,212
