article,entity,start,end,highest_ratio,best_match_annotation_article,best_match_annotation_entity,best_match_similarity_ratio,best_match_annotation_start,best_match_annotation_end
23190033,bicarbonate,763,774,100,23190033,bicarbonate,100,763,774
23122147,cortolone 3 glucuronide,778,801,100,23122147,cortolone 3 glucuronide,100,778,801
22992332,dcs,1142,1145,100,22992332,dcs,100,1142,1145
22056334,methylmercury,391,404,100,22056334,methylmercury,100,391,404
23166012,sdbs,357,361,100,23166012,sdbs,100,357,361
23256525,thiol,488,493,100,23256525,thiol,100,488,493
23246469,gd hp do3a,331,341,100,23246469,gd hp do3a,100,331,341
22995584,ptx,243,246,100,22995584,ptx,100,243,246
23220340,d polylactide,212,225,100,23220340,d polylactide,100,212,225
22864849,flavones,36,44,38,22864849,luteolin,38,37,45
23154533,methimazole,165,176,100,23154533,methimazole,100,165,176
23229510,e235,1325,1329,100,23229510,e235,100,1325,1329
22761042,chcl3,427,432,100,22761042,chcl3,100,427,432
23149118,atrazine,0,8,100,23149118,atrazine,100,0,8
22591127,fatty acid,36,46,100,22591127,fatty acid,100,36,46
22884111,zno,538,541,100,22884111,zno,100,538,541
23187618,sba 15,130,136,100,23187618,sba 15,100,130,136
23135241,idazoxan,1167,1175,100,23135241,idazoxan,100,1167,1175
23205634,cholesterol,861,872,100,23205634,cholesterol,100,861,872
23107818,rapamycin,1503,1512,100,23107818,rapamycin,100,1503,1512
23091188, 3 h tca,1137,1146,100,23091188, 3 h tca,100,1137,1146
22995584,ptx,626,629,100,22995584,ptx,100,626,629
23220614,iso,429,432,100,23220614,iso,100,429,432
22998295,mtx,690,693,100,22998295,mtx,100,690,693
23169608,cardiovascular drug,30,49,11,23169608,3 n butylphthalide,11,35,53
23182766,high cholesterol,1018,1034,81,23182766,cholesterol,81,1023,1034
23194541,green,20,25,31,23194541,catechin,31,19,27
22982218,pj34,264,268,100,22982218,pj34,100,264,268
22708620,germacrene d,455,467,100,22708620,germacrene d,100,455,467
23168115,5 ht,1027,1031,100,23168115,5 ht,100,1027,1031
23143802,alachlor,1493,1501,100,23143802,alachlor,100,1493,1501
23076766,dox,630,633,100,23076766,dox,100,630,633
23123224,jatrorrhizin,868,880,100,23123224,jatrorrhizin,100,868,880
23022324,naaso 2,1164,1171,93,23022324,naaso 2 ,93,1164,1172
23159886,nitrite,990,997,100,23159886,nitrite,100,990,997
23124594,stevioside,941,951,100,23124594,stevioside,100,941,951
22082827,cu,609,611,100,22082827,cu,100,609,611
22607130,apigenin,545,553,100,22607130,apigenin,100,545,553
23174748,pge 2,904,909,91,23174748,pge 2 ,91,904,910
23205514,9 hydroxyrisperidone,404,424,100,23205514,9 hydroxyrisperidone,100,404,424
23073075,fty720,1335,1341,100,23073075,fty720,100,1335,1341
23122115,whey lactose,40,52,74,23122115,lactose,74,45,52
23022271,cyt,235,238,100,23022271,cyt,100,235,238
23085522,pcb 153,1175,1182,100,23085522,pcb 153,100,1175,1182
23146761,egcg,1146,1150,100,23146761,egcg,100,1146,1150
22956628,arsenic,337,344,100,22956628,arsenic,100,337,344
23201371,mnng,123,127,100,23201371,mnng,100,123,127
23103446,nilotinib,647,656,100,23103446,nilotinib,100,647,656
22524504,fenofibrate,955,966,100,22524504,fenofibrate,100,955,966
22694127,ibuprofen,1189,1198,100,22694127,ibuprofen,100,1189,1198
23199996,pufa,463,467,100,23199996,pufa,100,463,467
23220145,phenol,586,592,100,23220145,phenol,100,586,592
22521210,estrogens,335,344,100,22521210,estrogens,100,335,344
23089250,se,117,119,100,23089250,se,100,117,119
22511286,chlorogenic acid,753,769,100,22511286,chlorogenic acid,100,753,769
22796428,benztropine,1438,1449,100,22796428,benztropine,100,1438,1449
23022048,gaba,529,533,100,23022048,gaba,100,529,533
22614004,dca,428,431,100,22614004,dca,100,428,431
23177536,vpa,350,353,100,23177536,vpa,100,350,353
23249384,tetrahydrofuran,163,178,100,23249384,tetrahydrofuran,100,163,178
22809709,nicotine,767,775,100,22809709,nicotine,100,767,775
23115221,cotinine,290,298,100,23115221,cotinine,100,290,298
23180684,mehg,206,210,100,23180684,mehg,100,206,210
23044094,acridine,1248,1256,100,23044094,acridine,100,1248,1256
22981796,cu,749,751,100,22981796,cu,100,749,751
23205634,bile acids,951,961,100,23205634,bile acids,100,951,961
23019138,am404,1391,1396,100,23019138,am404,100,1391,1396
22837389,progesterone,1117,1129,100,22837389,progesterone,100,1117,1129
23146698,methanol,153,161,100,23146698,methanol,100,153,161
23017411,hp α cd,154,161,100,23017411,hp α cd,100,154,161
22989775,carbamates,965,975,100,22989775,carbamates,100,965,975
23089250,se,521,523,100,23089250,se,100,521,523
23123664,resistance,16,26,44,23123664,cysteine,44,13,21
23182087,nk041,75,80,100,23182087,nk041,100,75,80
22905673,aminophylline,257,270,100,22905673,aminophylline,100,257,270
22524504,sugars,505,511,100,22524504,sugars,100,505,511
23246481,wogonin,292,299,100,23246481,wogonin,100,292,299
22519721,rhodamine b,956,967,100,22519721,rhodamine b,100,956,967
23202851,propynyl,666,674,100,23202851,propynyl,100,666,674
23065141,dcpa,486,490,100,23065141,dcpa,100,486,490
22995584,dcfh 2 da,679,689,100,22995584,dcfh 2 da,100,679,689
23093023,co 2,673,677,89,23093023,co 2 ,89,673,678
22856387,tm 25659,819,827,100,22856387,tm 25659,100,819,827
23053666,cisplatin,305,314,100,23053666,cisplatin,100,305,314
22813627,mhinp,570,575,100,22813627,mhinp,100,570,575
23123249,organophosphate,45,60,100,23123249,organophosphate,100,45,60
23199996,cd,171,173,100,23199996,cd,100,171,173
22872142,methacrylates,149,162,100,22872142,methacrylates,100,149,162
23170792,prasugrel,1228,1237,100,23170792,prasugrel,100,1228,1237
23060409,1 3 dimethylamylamine,0,21,100,23060409,1 3 dimethylamylamine,100,0,21
22335586,risperidone,194,205,100,22335586,risperidone,100,194,205
22006095,venlafaxine xr,498,512,100,22006095,venlafaxine xr,100,498,512
23146755, ca 2 i,436,446,83,23146755,ca 2 ,83,437,443
23164713,na255,121,126,100,23164713,na255,100,121,126
23207409,chromones,666,675,100,23207409,chromones,100,666,675
23200943,progesterone,231,243,100,23200943,progesterone,100,231,243
23154533,mmi,413,416,100,23154533,mmi,100,413,416
22989414,withaferin a,1046,1058,100,22989414,withaferin a,100,1046,1058
23194513,polyethyleneimine,532,549,100,23194513,polyethyleneimine,100,532,549
23122151,methanol,224,232,100,23122151,methanol,100,224,232
22788802,od,872,874,100,22788802,od,100,872,874
22901687,testosterone,1145,1157,100,22901687,testosterone,100,1145,1157
22765351,gtk,672,675,100,22765351,gtk,100,672,675
23124594,rebaudioside,136,148,92,23124594,rebaudioside a,92,136,150
23079545,arginine,172,180,100,23079545,arginine,100,172,180
23178198,etazolate,532,541,100,23178198,etazolate,100,532,541
23187618,mcm 48,122,128,100,23187618,mcm 48,100,122,128
23103569,nosh aspirin,1057,1069,100,23103569,nosh aspirin,100,1057,1069
23206310,mycophenolic acid,443,460,100,23206310,mycophenolic acid,100,443,460
23020788,n oxide abiraterone sulfate,1028,1055,100,23020788,n oxide abiraterone sulfate,100,1028,1055
23250808,esculetin,845,854,100,23250808,esculetin,100,845,854
23153668,coumarin 6,474,484,100,23153668,coumarin 6,100,474,484
23192785,β hydroxy ketones,432,449,100,23192785,β hydroxy ketones,100,432,449
23014761,elacridar,728,737,100,23014761,elacridar,100,728,737
23165154,poly lactide co glycolide,339,364,98,23165154,poly lactide co glycolide ,98,339,365
23169608,nbp,285,288,100,23169608,nbp,100,285,288
23122100,hode,910,914,100,23122100,hode,100,910,914
22691108,hydroxy phenyl ethyl alcohols,225,254,100,22691108,hydroxy phenyl ethyl alcohols,100,225,254
22926007,methylcarbamate,59,74,100,22926007,methylcarbamate,100,59,74
23186588,pge 2 ,830,836,100,23186588,pge 2 ,100,830,836
23086037,monosodium uric acid,1011,1031,100,23086037,monosodium uric acid,100,1011,1031
22447684,quercetin,288,297,100,22447684,quercetin,100,288,297
23123662,copper,275,281,100,23123662,copper,100,275,281
22465815,dopamine,392,400,100,22465815,dopamine,100,392,400
23244162,l pmma paa,619,629,84,23244162,pmma paa ,84,621,630
23064325,suffering,34,43,10,23064325,itraconazole,10,30,42
23044094,lactic acid,1328,1339,100,23044094,lactic acid,100,1328,1339
23135241,noradrenaline,868,881,100,23135241,noradrenaline,100,868,881
23063689,diazepam,938,946,100,23063689,diazepam,100,938,946
22447684,quercetin,808,817,100,22447684,quercetin,100,808,817
22982479,noradrenaline,681,694,100,22982479,noradrenaline,100,681,694
23161873,monosaccharides,292,307,100,23161873,monosaccharides,100,292,307
23017390,hydroxytyrosol,423,437,100,23017390,hydroxytyrosol,100,423,437
23223499,cortisol,166,174,100,23223499,cortisol,100,166,174
23042952,3g rsv,1262,1268,100,23042952,3g rsv,100,1262,1268
23164619,glucose,0,7,100,23164619,glucose,100,0,7
22813627,moinp,408,413,100,22813627,moinp,100,408,413
22056334,pcbs,995,999,100,22056334,pcbs,100,995,999
23185042,6 mi base,756,765,62,23185042,6 mi,62,756,760
22480349,α amyrin acetate,294,310,100,22480349,α amyrin acetate,100,294,310
23103600,nadp,959,963,100,23103600,nadp,100,959,963
23205740,sarin,643,648,100,23205740,sarin,100,643,648
23208822,tartaric acid,218,231,100,23208822,tartaric acid,100,218,231
23219683,fe,41,43,100,23219683,fe,100,41,43
23089211,cholesterol,1041,1052,100,23089211,cholesterol,100,1041,1052
23091188, 14 c cdca,1304,1315,100,23091188, 14 c cdca,100,1304,1315
23201179,modulated,54,63,22,23201179,vasotocin,22,51,60
23103569,co,371,373,100,23103569,co,100,371,373
23079545,arg test,678,686,55,23079545,arg,55,678,681
23104246,carcinogen,27,37,47,23104246,arsenic,47,30,37
23010360,gs967,1083,1088,100,23010360,gs967,100,1083,1088
22864849,apigenin,327,335,100,22864849,apigenin,100,327,335
23246797,soluplus ,822,831,94,23246797,soluplus,94,822,830
23187874,pristine graphene,1028,1045,100,23187874,pristine graphene,100,1028,1045
23066996,alanine scan,345,357,74,23066996,alanine,74,345,352
23137956,selenium,1176,1184,100,23137956,selenium,100,1176,1184
23168114,stp,240,243,100,23168114,stp,100,240,243
23055540,ino 8875,1368,1376,100,23055540,ino 8875,100,1368,1376
23207323,apomorphine,531,542,100,23207323,apomorphine,100,531,542
23252846,au,594,596,100,23252846,au,100,594,596
23052191,organic,41,48,27,23052191,melamine,27,37,45
23255426,selenium,920,928,100,23255426,selenium,100,920,928
23123664,methionine,94,104,100,23123664,methionine,100,94,104
23192785,β amino alcohols,188,204,100,23192785,β amino alcohols,100,188,204
22591175,puerarin,205,213,100,22591175,puerarin,100,205,213
22884111,zno ns,705,711,67,22884111,zno,67,705,708
22239172,dimethylated tetraketide,171,195,100,22239172,dimethylated tetraketide,100,171,195
23059509,pb,183,185,100,23059509,pb,100,183,185
23212238,no,103,105,100,23212238,no,100,103,105
23169608,nbp,20,23,100,23169608,nbp,100,20,23
23146755,ca 2 ,86,92,100,23146755,ca 2 ,100,86,92
23111876,amitriptyline,1347,1360,100,23111876,amitriptyline,100,1347,1360
23123662,oxaliplatin,552,563,100,23123662,oxaliplatin,100,552,563
23080535,h tio 2,123,130,77,23080535,tio 2 ,77,125,131
23000445,wogonoside,293,303,100,23000445,wogonoside,100,293,303
23149657,sulfonylurea,1039,1051,100,23149657,sulfonylurea,100,1039,1051
23127916,imatinib,458,466,100,23127916,imatinib,100,458,466
23218401,aspalathin,928,938,100,23218401,aspalathin,100,928,938
23201371,enng,552,556,100,23201371,enng,100,552,556
22553909,itr,893,896,100,22553909,itr,100,893,896
23142559,pilocarpine,699,710,100,23142559,pilocarpine,100,699,710
22607130,apigenin,623,631,100,22607130,apigenin,100,623,631
23211441,t bhp,543,548,100,23211441,t bhp,100,543,548
22691108,aromadendrine,594,607,100,22691108,aromadendrine,100,594,607
23249384,hepes,595,600,100,23249384,hepes,100,595,600
23249384,hepes,1124,1129,100,23249384,hepes,100,1124,1129
23183543,adp,363,366,100,23183543,adp,100,363,366
23165155,mtt,491,494,100,23165155,mtt,100,491,494
23115221,oral nicotine,943,956,76,23115221,nicotine,76,948,956
23122067,chrysophanol,299,311,100,23122067,chrysophanol,100,299,311
23123664,propargylglycine,910,926,100,23123664,propargylglycine,100,910,926
22992376,caffeine,39,47,100,22992376,caffeine,100,39,47
22426233,histamine,746,755,100,22426233,histamine,100,746,755
22992332,vpa,1029,1032,100,22992332,vpa,100,1029,1032
23142104,retinal,679,686,100,23142104,retinal,100,679,686
23017407,ethyl acetate,774,787,100,23017407,ethyl acetate,100,774,787
22493952,3α acetyltaraxer 14 en 28 oic acid acetate,964,1006,100,22493952,3α acetyltaraxer 14 en 28 oic acid acetate,100,964,1006
23042952,3g rsv,1538,1544,100,23042952,3g rsv,100,1538,1544
22872142,amalgams,1165,1173,100,22872142,amalgams,100,1165,1173
23122331, 15 n,849,854,100,23122331, 15 n,100,849,854
23017411,rutin,1093,1098,100,23017411,rutin,100,1093,1098
23244162,s ps pvp,382,390,80,23244162,ps pvp ,80,384,391
22607130,capryol 90,502,513,82,22607130,capryol,82,502,509
23052191,creatinine,1022,1032,100,23052191,creatinine,100,1022,1032
23201371,enng,166,170,100,23201371,enng,100,166,170
23103566,sweetener,57,66,12,23103566,hfcs 55,12,55,62
22995584,5 5 6 6 tetrachloro 1 1 3 3 tetraethylbenzimidazolcarbocyanine,745,811,100,22995584,5 5 6 6 tetrachloro 1 1 3 3 tetraethylbenzimidazolcarbocyanine,100,745,811
23109258,metsulfuron methyl,619,637,100,23109258,metsulfuron methyl,100,619,637
23194280,carbon edge,759,770,71,23194280,carbon,71,759,765
23180693,mn,477,479,100,23180693,mn,100,477,479
23240995,sio 2,1382,1387,91,23240995,sio 2 ,91,1382,1388
22966073,cysteines,0,9,100,22966073,cysteines,100,0,9
22864625,inh,610,613,100,22864625,inh,100,610,613
23201371,2 acetyl amino fluorene,221,244,100,23201371,2 acetyl amino fluorene,100,221,244
23220035,dehp,419,423,100,23220035,dehp,100,419,423
22935038,cort,1880,1884,100,22935038,cort,100,1880,1884
23099319,dom,79,82,100,23099319,dom,100,79,82
23220614,iso,1370,1373,100,23220614,iso,100,1370,1373
23065141,noh dca,1779,1786,100,23065141,noh dca,100,1779,1786
23250808,esculetin,723,732,100,23250808,esculetin,100,723,732
22935038,cort,366,370,100,22935038,cort,100,366,370
23122151,myricitrin,1007,1017,100,23122151,myricitrin,100,1007,1017
22273350,α cadinol,349,358,100,22273350,α cadinol,100,349,358
23122100,eicosanoids,739,750,100,23122100,eicosanoids,100,739,750
22989414,withaferin,723,733,91,22989414,withaferin a,91,723,735
22475047,amide,6,11,100,22475047,amide,100,6,11
23238299,phosphatidyl serine ps,889,912,93,23238299,phosphatidyl serine,93,889,908
23142559,ach,804,807,100,23142559,ach,100,804,807
22239172,tetronic acids,591,605,100,22239172,tetronic acids,100,591,605
23253427,co,1163,1165,100,23253427,co,100,1163,1165
23256708, nyasol,446,456,100,23256708, nyasol,100,446,456
23256625,gsk1292263,465,475,100,23256625,gsk1292263,100,465,475
23245515,c3 amide,188,196,77,23245515,amide,77,191,196
23117151,tcdd,112,116,100,23117151,tcdd,100,112,116
23127540,o 2 ,1025,1029,100,23127540,o 2 ,100,1025,1029
23058251,imidacloprid,1731,1743,100,23058251,imidacloprid,100,1731,1743
23201371,mnng,535,539,100,23201371,mnng,100,535,539
23249384,4 2 hydroxyethyl piperazine 1 ethanesulfonic acid,77,127,100,23249384,4 2 hydroxyethyl piperazine 1 ethanesulfonic acid,100,77,127
23218401,aspalathin,797,807,100,23218401,aspalathin,100,797,807
23146761,ethinylestradiol,1308,1324,100,23146761,ethinylestradiol,100,1308,1324
23205514,9 hydroxyrisperidone,488,508,100,23205514,9 hydroxyrisperidone,100,488,508
23154533,ptu,18,21,100,23154533,ptu,100,18,21
22381584,chpg ,1381,1386,89,22381584,chpg,89,1381,1385
23201622,non viral vector,168,184,18,23201622,polyethyleneimine,18,169,186
23019138,rimonabant,1420,1430,100,23019138,rimonabant,100,1420,1430
23246578,dexamethasone,697,710,100,23246578,dexamethasone,100,697,710
23111348,thy flc,829,836,60,23111348,flc,60,833,836
23210780,oleanolic acid,414,428,100,23210780,oleanolic acid,100,414,428
23199987,spermidine,709,719,100,23199987,spermidine,100,709,719
23180684,mehg,302,306,100,23180684,mehg,100,302,306
22876784,meg,631,634,100,22876784,meg,100,631,634
23194828,glutamate,1331,1340,100,23194828,glutamate,100,1331,1340
23166012,ctac,1432,1436,100,23166012,ctac,100,1432,1436
23123249,oximes,1401,1407,100,23123249,oximes,100,1401,1407
22451331,fructose,1026,1034,100,22451331,fructose,100,1026,1034
23182766,high cholesterol diet,745,766,69,23182766,cholesterol,69,750,761
23003213,fe3o4,495,500,100,23003213,fe3o4,100,495,500
23185042,6 mi,1261,1265,100,23185042,6 mi,100,1261,1265
23127916,imatinib,868,876,100,23127916,imatinib,100,868,876
23122099,10 formyltetrahydrofolate,399,424,100,23122099,10 formyltetrahydrofolate,100,399,424
22548320,globuxanthone,149,162,100,22548320,globuxanthone,100,149,162
23246611,nahco3,252,258,100,23246611,nahco3,100,252,258
23042952,resveratrol 4 o β d glucoside,564,594,100,23042952,resveratrol 4 o β d glucoside,100,564,594
23053666,l dopa,1438,1444,100,23053666,l dopa,100,1438,1444
22884111,zno ns,54,60,67,22884111,zno,67,54,57
23042952,4 g rsv,839,846,100,23042952,4 g rsv,100,839,846
22082827,ni,440,442,100,22082827,ni,100,440,442
23000249,met turn,1775,1783,55,23000249,met,55,1775,1778
23254198,bazedoxifene,323,335,100,23254198,bazedoxifene,100,323,335
23212976,pcbs,215,219,100,23212976,pcbs,100,215,219
23099502,zearalenone,1178,1189,100,23099502,zearalenone,100,1178,1189
22989414,withaferin a,1267,1279,100,22989414,withaferin a,100,1267,1279
23164932,3 np,439,443,100,23164932,3 np,100,439,443
23153618,bioavailable,48,60,38,23153618,lopinavir,38,51,60
23084046,tio 2 ,1395,1401,100,23084046,tio 2 ,100,1395,1401
23246611,hydrogen peroxide,395,412,100,23246611,hydrogen peroxide,100,395,412
23122151,therapeutic,19,30,19,23122151,flavonoids,19,18,28
23249384,hepes,473,478,100,23249384,hepes,100,473,478
22610748,bilirubin,871,880,100,22610748,bilirubin,100,871,880
23231420,ethanol,300,307,100,23231420,ethanol,100,300,307
23142599,oviparous teleosts,92,110,24,23142599,aryl hydrocarbon,24,96,112
23228886,tetrahydropapaveroline,0,22,100,23228886,tetrahydropapaveroline,100,0,22
22977165,gadopentetate,1301,1314,100,22977165,gadopentetate,100,1301,1314
23229057,n,577,578,100,23229057,n,100,577,578
23220037,p glycoprotein,0,14,24,23220037,doxorubicin,24,0,11
23086747,iron ion,1106,1114,67,23086747,iron,67,1106,1110
22553909,β cyclodextrin,1010,1024,100,22553909,β cyclodextrin,100,1010,1024
23020786,nabumetone,1178,1188,100,23020786,nabumetone,100,1178,1188
23254198,estrogens,358,367,100,23254198,estrogens,100,358,367
23180341,etoac,112,117,100,23180341,etoac,100,112,117
23019138,δ 9 tetrahydrocannabinol,499,524,100,23019138,δ 9 tetrahydrocannabinol,100,499,524
23065531, 18 f dpa 714,1834,1848,100,23065531, 18 f dpa 714,100,1834,1848
22493952,aleuritolic acid,742,758,100,22493952,aleuritolic acid,100,742,758
23192785,ketones,350,357,100,23192785,ketones,100,350,357
23197773,methanandamide,1793,1807,100,23197773,methanandamide,100,1793,1807
22788802,hod ,12,18,100,22788802,hod ,100,12,18
22986488,1 25 oh 2 d,1550,1562,100,22986488,1 25 oh 2 d,100,1550,1562
23205634,cholesterol,701,712,100,23205634,cholesterol,100,701,712
23220041,linolenate,521,531,100,23220041,linolenate,100,521,531
23091168,indomethacin,431,443,100,23091168,indomethacin,100,431,443
22961095,acrolein,1613,1621,100,22961095,acrolein,100,1613,1621
23084046,tio 2 ,1009,1015,100,23084046,tio 2 ,100,1009,1015
23122121,ursolic,806,813,100,23122121,ursolic,100,806,813
22864849,luteolin,23,31,100,22864849,luteolin,100,23,31
23201371,nlx,457,460,100,23201371,nlx,100,457,460
23220614,iso,336,339,100,23220614,iso,100,336,339
23238103,17β estradiol,697,710,100,23238103,17β estradiol,100,697,710
22725249,plga,856,860,100,22725249,plga,100,856,860
22765351,gtk,227,230,100,22765351,gtk,100,227,230
23017390,vanilic acid,477,489,100,23017390,vanilic acid,100,477,489
23103569,no,1089,1091,100,23103569,no,100,1089,1091
23064325,polysorbate,1138,1149,88,23064325,polysorbate 80,88,1138,1152
23085095,6 hydroxybuspirone,837,856,100,23085095,6 hydroxybuspirone,100,837,856
23220145,pyrocatechol,623,635,100,23220145,pyrocatechol,100,623,635
22922115,oximes,323,329,100,22922115,oximes,100,323,329
23194828,cpf,1173,1176,100,23194828,cpf,100,1173,1176
22998221,dicetylphosphate,419,435,100,22998221,dicetylphosphate,100,419,435
23024204,teta,1103,1107,100,23024204,teta,100,1103,1107
23123662,oxaliplatin,1159,1170,100,23123662,oxaliplatin,100,1159,1170
23103446,nilotinib,1153,1162,100,23103446,nilotinib,100,1153,1162
22790339,1 3 dimethyl 2 imidazolidinone,133,163,100,22790339,1 3 dimethyl 2 imidazolidinone,100,133,163
23201179,avt,104,107,100,23201179,avt,100,104,107
22082827,fe,425,427,100,22082827,fe,100,425,427
23250808,r limonene,522,536,100,23250808,r limonene,100,522,536
22553909,itr,971,974,100,22553909,itr,100,971,974
22313530,2 amino 4 fluorobicyclo 3 1 0 hexane 2 6 dicarboxylic acid,306,364,100,22313530,2 amino 4 fluorobicyclo 3 1 0 hexane 2 6 dicarboxylic acid,100,306,364
23190033,phenolic,1510,1518,100,23190033,phenolic,100,1510,1518
23123664,gsh,1330,1333,100,23123664,gsh,100,1330,1333
23146758,estradiol,339,348,100,23146758,estradiol,100,339,348
22761042,meoh,784,788,100,22761042,meoh,100,784,788
23073075,fty720,385,391,100,23073075,fty720,100,385,391
23210780,glycyrrhetinic acid,444,463,100,23210780,glycyrrhetinic acid,100,444,463
22815312,rifampin,1186,1194,100,22815312,rifampin,100,1186,1194
22995584,epo b,175,180,100,22995584,epo b,100,175,180
23126495,salvigenin,310,320,100,23126495,salvigenin,100,310,320
23207056,frequencies,11,22,11,23207056,hydroxyl,11,14,22
22493952,β sitosterol,1309,1321,100,22493952,β sitosterol,100,1309,1321
23246481,wogonin,190,197,100,23246481,wogonin,100,190,197
22708639,oxytocin,569,577,100,22708639,oxytocin,100,569,577
23174340,selectivity,74,85,10,23174340,bms 763534,10,79,89
23152191,δ 9 thc,639,647,100,23152191,δ 9 thc,100,639,647
23194542,6 ba,155,159,100,23194542,6 ba,100,155,159
22553909,itr,1512,1515,100,22553909,itr,100,1512,1515
23207055,dimethyl phthalate,57,75,100,23207055,dimethyl phthalate,100,57,75
23194513,polyphenols,131,142,100,23194513,polyphenols,100,131,142
23201092,gnih iii,969,977,67,23201092,gnih,67,969,973
23197773, 6 chloro 7 8 dihydroxy 3 allyl 1 phenyl 2 3 4 5 tetrahydro 1h 3 benzazepine hydrobromide,978,1070,100,23197773, 6 chloro 7 8 dihydroxy 3 allyl 1 phenyl 2 3 4 5 tetrahydro 1h 3 benzazepine hydrobromide,100,978,1070
23164921,catalpol,930,938,100,23164921,catalpol,100,930,938
23152189,ceramides,656,665,100,23152189,ceramides,100,656,665
23146761,egcg,1448,1452,100,23146761,egcg,100,1448,1452
23107818,dxr,302,305,100,23107818,dxr,100,302,305
23093494,ethanol,0,7,100,23093494,ethanol,100,0,7
22813627,diisononyl phthalate,65,85,100,22813627,diisononyl phthalate,100,65,85
23194156,sulfonate,894,903,100,23194156,sulfonate,100,894,903
23187618,silanes,608,615,100,23187618,silanes,100,608,615
23244162,l ps paa,369,377,80,23244162,ps paa ,80,371,378
23220616,γ glutamylcysteine,1175,1193,100,23220616,γ glutamylcysteine,100,1175,1193
22883213,phe,429,432,100,22883213,phe,100,429,432
23178950,pbs pbdl,812,820,55,23178950,pbs,55,812,815
22564440,5 methylcytosine,1523,1539,100,22564440,5 methylcytosine,100,1523,1539
23190297,bp 3,57,61,100,23190297,bp 3,100,57,61
23142599,ee2,835,838,100,23142599,ee2,100,835,838
23091188,lpv r,1375,1380,75,23091188,lpv,75,1375,1378
23238784,bile acids,1054,1064,100,23238784,bile acids,100,1054,1064
23123664,tamoxifen,0,9,100,23123664,tamoxifen,100,0,9
23197773,r npa,1263,1272,100,23197773,r npa,100,1263,1272
23017411, 2 hydroxypropyl α cyclodextrin,120,152,100,23017411, 2 hydroxypropyl α cyclodextrin,100,120,152
22079313,dha,707,710,100,22079313,dha,100,707,710
23254253,ag,1265,1267,100,23254253,ag,100,1265,1267
23042952,3g rsv,756,762,100,23042952,3g rsv,100,756,762
23091188,rtv,785,788,100,23091188,rtv,100,785,788
23058251,imidacloprid,490,502,100,23058251,imidacloprid,100,490,502
23014761,erlotinib,1151,1160,100,23014761,erlotinib,100,1151,1160
22898566,dha,640,643,100,22898566,dha,100,640,643
23084047,mc lr,1228,1233,100,23084047,mc lr,100,1228,1233
22977165,gadopentetate,720,733,100,22977165,gadopentetate,100,720,733
22475047,monoterpene,26,37,100,22475047,monoterpene,100,26,37
23123771,glu325,997,1003,67,23123771,glu,67,997,1000
23196670,pcb,526,529,60,23196670,pcb 126,60,526,533
23092880,rapamycin,436,445,100,23092880,rapamycin,100,436,445
23177260,trimethyltin,987,999,100,23177260,trimethyltin,100,987,999
23052190,mdz,757,760,100,23052190,mdz,100,757,760
23000445,wogonoside,1234,1244,100,23000445,wogonoside,100,1234,1244
23237450,gpcrs,0,5,17,23237450,calcium,17,0,7
23220035,diethyl phthalate,426,443,100,23220035,diethyl phthalate,100,426,443
23230905,au,823,825,100,23230905,au,100,823,825
23142789,bpa,1839,1842,100,23142789,bpa,100,1839,1842
22364642,calcium carbonate,260,277,100,22364642,calcium carbonate,100,260,277
23150067, 1 h nmr,354,362,67,23150067, 1 h,67,354,358
23175103,co 3 o 4,66,74,94,23175103,co 3 o 4 ,94,66,75
23080535,flexible,2,10,14,23080535,tio 2 ,14,2,8
23164932,3 np,1502,1506,100,23164932,3 np,100,1502,1506
22995584,paclitaxel,231,241,100,22995584,paclitaxel,100,231,241
22796428,ahn 2,613,618,71,22796428,ahn 2 005,71,613,622
23238299,chelidonine,645,656,100,23238299,chelidonine,100,645,656
23211363,ari,588,591,100,23211363,ari,100,588,591
22910795,hgcl 2,493,499,92,22910795,hgcl 2 ,92,493,500
23142844,popc,729,733,100,23142844,popc,100,729,733
23142844,quartz,1127,1133,100,23142844,quartz,100,1127,1133
23169608,nbp,1639,1642,100,23169608,nbp,100,1639,1642
23194828,dizocilpine,721,732,100,23194828,dizocilpine,100,721,732
23124594,stevioside,121,131,100,23124594,stevioside,100,121,131
23244683,graphene,1146,1154,100,23244683,graphene,100,1146,1154
23142789,bpa,316,319,100,23142789,bpa,100,316,319
23136062,1 4 7 triazacyclononane 1 4 7 triacetic acid,179,223,100,23136062,1 4 7 triazacyclononane 1 4 7 triacetic acid,100,179,223
22079313,dha,321,324,100,22079313,dha,100,321,324
23091188,lpv r,323,328,75,23091188,lpv,75,323,326
22899102,sulfates,348,356,100,22899102,sulfates,100,348,356
22856387,tm 25659,69,77,100,22856387,tm 25659,100,69,77
23099319,dom,437,440,100,23099319,dom,100,437,440
22585412,cinnamic acid,41,54,100,22585412,cinnamic acid,100,41,54
22313530,amphetamine,1120,1131,100,22313530,amphetamine,100,1120,1131
22524504,fenofibrate,722,733,100,22524504,fenofibrate,100,722,733
23091188,rtv,1244,1247,100,23091188,rtv,100,1244,1247
22864849,luteolin,1436,1444,100,22864849,luteolin,100,1436,1444
23194548,3 4 5 dimethylthiazol 2 yl 2 5 diphenyltetrazolium bromide,581,641,100,23194548,3 4 5 dimethylthiazol 2 yl 2 5 diphenyltetrazolium bromide,100,581,641
